txn_id,product_id,warehouse_id,txn_date,txn_type,qty_in,qty_out,unit_cost
1924,9,5,2025-01-09,OUT,0.00,111.00,15.63
1925,9,5,2025-01-13,IN,111.00,0.00,14.83
1926,9,5,2025-01-15,OUT,0.00,42.00,15.35
1927,9,5,2025-01-19,IN,125.00,0.00,14.76
1928,9,5,2025-01-21,OUT,0.00,77.00,15.41
1929,9,5,2025-01-25,IN,100.00,0.00,15.59
1930,9,5,2025-01-27,OUT,0.00,102.00,14.70
1931,9,5,2025-01-31,IN,146.00,0.00,14.71
1932,9,5,2025-02-02,OUT,0.00,119.00,14.78
1933,9,5,2025-02-06,IN,78.00,0.00,15.43
1934,9,5,2025-02-08,OUT,0.00,18.00,14.82
1935,9,5,2025-02-12,IN,118.00,0.00,15.38
1936,9,5,2025-02-14,OUT,0.00,125.00,15.13
1937,9,5,2025-02-18,IN,172.00,0.00,14.80
1938,9,5,2025-02-20,OUT,0.00,110.00,14.61
1939,9,5,2025-02-24,IN,58.00,0.00,14.63
1940,9,5,2025-02-26,OUT,0.00,85.00,15.54
1941,9,5,2025-03-02,IN,88.00,0.00,15.49
1942,9,5,2025-03-04,OUT,0.00,38.00,14.77
1943,9,5,2025-03-08,IN,89.00,0.00,14.96
1944,9,5,2025-03-10,OUT,0.00,45.00,14.68
1945,9,5,2025-03-14,IN,89.00,0.00,15.58
1946,9,5,2025-03-16,OUT,0.00,84.00,14.67
1947,9,5,2025-03-20,IN,69.00,0.00,15.57
1948,9,5,2025-03-22,OUT,0.00,55.00,14.61
1949,9,5,2025-03-26,IN,78.00,0.00,15.57
1950,9,5,2025-03-28,OUT,0.00,45.00,15.75
1951,9,5,2025-04-01,IN,73.00,0.00,15.79
1952,9,5,2025-04-03,OUT,0.00,62.00,15.01
1953,9,5,2025-04-07,IN,54.00,0.00,14.84
1954,9,5,2025-04-09,OUT,0.00,56.00,14.80
1955,9,5,2025-04-13,IN,130.00,0.00,15.79
1956,9,5,2025-04-15,OUT,0.00,54.00,14.65
1957,9,5,2025-04-19,IN,98.00,0.00,15.48
1958,9,5,2025-04-21,OUT,0.00,13.00,15.59
1959,9,5,2025-04-25,IN,107.00,0.00,14.92
1960,9,5,2025-04-27,OUT,0.00,121.00,15.65
1961,10,5,2025-01-01,IN,110.00,0.00,11.83
1962,10,5,2025-01-03,OUT,0.00,71.00,11.75
1963,10,5,2025-01-07,IN,81.00,0.00,11.86
1964,10,5,2025-01-09,OUT,0.00,20.00,12.14
1965,10,5,2025-01-13,IN,122.00,0.00,12.47
1966,10,5,2025-01-15,OUT,0.00,24.00,12.02
1967,10,5,2025-01-19,IN,129.00,0.00,11.84
1968,10,5,2025-01-21,OUT,0.00,15.00,12.22
1969,10,5,2025-01-25,IN,146.00,0.00,11.79
1970,10,5,2025-01-27,OUT,0.00,17.00,12.44
1971,10,5,2025-01-31,IN,128.00,0.00,12.15
1972,10,5,2025-02-02,OUT,0.00,53.00,12.21
1973,10,5,2025-02-06,IN,51.00,0.00,12.24
1974,10,5,2025-02-08,OUT,0.00,97.00,11.95
1975,10,5,2025-02-12,IN,90.00,0.00,12.31
1976,10,5,2025-02-14,OUT,0.00,79.00,12.35
1977,10,5,2025-02-18,IN,29.00,0.00,12.22
1978,10,5,2025-02-20,OUT,0.00,68.00,11.94
1979,10,5,2025-02-24,IN,136.00,0.00,12.33
1980,10,5,2025-02-26,OUT,0.00,34.00,12.01
1981,10,5,2025-03-02,IN,38.00,0.00,11.63
1982,10,5,2025-03-04,OUT,0.00,74.00,12.15
1983,10,5,2025-03-08,IN,129.00,0.00,12.05
1984,10,5,2025-03-10,OUT,0.00,47.00,12.21
1985,10,5,2025-03-14,IN,95.00,0.00,12.46
1986,10,5,2025-03-16,OUT,0.00,29.00,11.59
1987,10,5,2025-03-20,IN,121.00,0.00,11.61
1988,10,5,2025-03-22,OUT,0.00,51.00,12.28
1989,10,5,2025-03-26,IN,23.00,0.00,12.00
1990,10,5,2025-03-28,OUT,0.00,138.00,11.70
1991,10,5,2025-04-01,IN,139.00,0.00,11.60
1992,10,5,2025-04-03,OUT,0.00,49.00,12.11
1993,10,5,2025-04-07,IN,80.00,0.00,11.63
1994,10,5,2025-04-09,OUT,0.00,86.00,12.50
1995,10,5,2025-04-13,IN,177.00,0.00,12.50
1996,10,5,2025-04-15,OUT,0.00,94.00,11.57
1997,10,5,2025-04-19,IN,170.00,0.00,12.03
1998,10,5,2025-04-21,OUT,0.00,47.00,12.10
1999,10,5,2025-04-25,IN,42.00,0.00,11.76
2000,10,5,2025-04-27,OUT,0.00,108.00,11.86
